chapterid;course;year;part;title;
3;analyse2;2000;0; Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;
4;analyse2;2000;0; Hoofdstuk 4 : Oplossing door reeksontwikkeling;
5;analyse2;2000;0; Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
6;analyse2;2000;0; Hoofdstuk 6 : Beginselen van de variatierekening;
7;analyse2;2000;0; Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;
8;analyse2;2000;0; Hoofdstuk 8 : De Fouriertransformatie;
9;analyse2;2000;0; Hoofdstuk 9 : Sturm-Liouville problemen;
10;analyse2;2000;0; Hoofdstuk 10 : Tweede orde parti&euml;le differentiaalvergelijkingen;
11;analyse2;2000;0; Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;
12;analyse2;2000;0; Hoofdstukken 12-17 : Complexe functieleer;
13;analyse2;2000;0; Oefeningen;
14;analyse2;2000;0; Maple;
15;analyse2;2000;0; Allerlei;
1;analyse2;2001;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;analyse2;2001;0; Hoofdstuk 2 : De Laplacetransformatie;
3;analyse2;2001;0; Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;
4;analyse2;2001;0; Hoofdstuk 4 : Oplossing door reeksontwikkeling;
5;analyse2;2001;0; Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
6;analyse2;2001;0; Hoofdstuk 6 : Beginselen van de variatierekening;
7;analyse2;2001;0; Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;
8;analyse2;2001;0; Hoofdstuk 8 : De Fouriertransformatie;
9;analyse2;2001;0; Hoofdstuk 9 : Sturm-Liouville problemen;
10;analyse2;2001;0; Hoofdstuk 10 : Tweede orde parti&euml;le differentiaalvergelijkingen;
11;analyse2;2001;0; Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;
12;analyse2;2001;0; Hoofdstukken 12-17 : Complexe functieleer;
13;analyse2;2001;0; Oefeningen;
14;analyse2;2001;0; Maple;
15;analyse2;2001;0; Allerlei;
1;analyse2;2002;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;analyse2;2002;0; Hoofdstuk 2 : De Laplacetransformatie;
3;analyse2;2002;0; Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;
4;analyse2;2002;0; Hoofdstuk 4 : Oplossing door reeksontwikkeling;
5;analyse2;2002;0; Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
6;analyse2;2002;0; Hoofdstuk 6 : Beginselen van de variatierekening;
7;analyse2;2002;0; Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;
8;analyse2;2002;0; Hoofdstuk 8 : De Fouriertransformatie;
9;analyse2;2002;0; Hoofdstuk 9 : Sturm-Liouville problemen;
10;analyse2;2002;0; Hoofdstuk 10 : Tweede orde parti&euml;le differentiaalvergelijkingen;
11;analyse2;2002;0; Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;
12;analyse2;2002;0; Hoofdstukken 12-17 : Complexe functieleer;
13;analyse2;2002;0; Oefeningen;
14;analyse2;2002;0; Maple;
15;analyse2;2002;0; Allerlei;
1;analyse2;2003;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;analyse2;2003;0; Hoofdstuk 2 : De Laplacetransformatie;
3;analyse2;2003;0; Hoofdstuk 3 : Stelsels lineaire eerste orde differentiaalvergelijkingen;
4;analyse2;2003;0; Hoofdstuk 4 : Oplossing door reeksontwikkeling;
5;analyse2;2003;0; Hoofdstuk 5 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
6;analyse2;2003;0; Hoofdstuk 6 : Beginselen van de variatierekening;
7;analyse2;2003;0; Hoofdstuk 7 : Fourier- en Fourier-Besselreeksen;
8;analyse2;2003;0; Hoofdstuk 8 : De Fouriertransformatie;
9;analyse2;2003;0; Hoofdstuk 9 : Sturm-Liouville problemen;
10;analyse2;2003;0; Hoofdstuk 10 : Tweede orde parti&euml;le differentiaalvergelijkingen;
11;analyse2;2003;0; Hoofdstuk 11 : Stabiliteit en bifurcatie bij autonome stelsels;
12;analyse2;2003;0; Hoofdstukken 12-17 : Complexe functieleer;
13;analyse2;2003;0; Oefeningen;
14;analyse2;2003;0; Maple;
15;analyse2;2003;0; Allerlei;
1;hwis;1998;0; Deel 1: Functies van een re&euml;le veranderlijke;
2;hwis;1998;0; Deel 2: Lineaire algebra;
3;hwis;1998;0; Deel 3: Analytische meetkunde;
4;hwis;1998;0; Deel 4: Functies tussen vectorruimten;
5;hwis;1998;0; Deel 5: Differentiaalvergelijkingen;
6;hwis;1998;0; De oefeningenbundel;
1;hwis;1999;0; Deel 1: Functies van een re&euml;le veranderlijke;
2;hwis;1999;0; Deel 2: Lineaire algebra;
3;hwis;1999;0; Deel 3: Analytische meetkunde;
4;hwis;1999;0; Deel 4: Functies tussen vectorruimten;
5;hwis;1999;0; Deel 5: Differentiaalvergelijkingen;
6;hwis;1999;0; De oefeningenbundel;
1;hwis;2000;0; Deel 1: Functies van een re&euml;le veranderlijke;
2;hwis;2000;0; Deel 2: Lineaire algebra;
3;hwis;2000;0; Deel 3: Analytische meetkunde;
4;hwis;2000;0; Deel 4: Functies tussen vectorruimten;
5;hwis;2000;0; Deel 5: Differentiaalvergelijkingen;
6;hwis;2000;0; De oefeningenbundel;
1;hwis;2001;0; Deel 1: Functies van een re&euml;le veranderlijke;
2;hwis;2001;0; Deel 2: Lineaire algebra;
3;hwis;2001;0; Deel 3: Analytische meetkunde;
4;hwis;2001;0; Deel 4: Functies tussen vectorruimten;
5;hwis;2001;0; Deel 5: Differentiaalvergelijkingen;
6;hwis;2001;0; De oefeningenbundel;
1;hwis;2002;0; Deel 1: Functies van een re&euml;le veranderlijke;
2;hwis;2002;0; Deel 2: Lineaire algebra;
3;hwis;2002;0; Deel 3: Analytische meetkunde;
4;hwis;2002;0; Deel 4: Functies tussen vectorruimten;
5;hwis;2002;0; Deel 5: Differentiaalvergelijkingen;
6;hwis;2002;0; De oefeningenbundel;
1;hwis;2003;1; LINEAIRE ALGEBRA;
2;hwis;2003;0; 1 Vectorruimten;
3;hwis;2003;0; 2 Matrixrekening;
4;hwis;2003;0; 3 Het oplossen van stelsels;
5;hwis;2003;0; 4 Eigenwaardeproblemen;
6;hwis;2003;0; 5 Euclidische vectorruimte;
7;hwis;2003;0; 6 Kwadratische vormen;
8;hwis;2003;0; 7 Kleinste-kwadraten-problemen;
9;hwis;2003;1; WISKUNDIGE ANALYSE: Limieten, continuiteit, afgeleiden;
10;hwis;2003;0; 1 Functies;
11;hwis;2003;0; 2 Limieten en continuiteit;
12;hwis;2003;0; 3 Differentiaalrekening;
13;hwis;2003;0; 4 Optimisatie;
14;hwis;2003;1; WISKUNDIGE ANALYSE: Integralen, rijen en reeksen, differentiaalvergelijkingen;
15;hwis;2003;0; 1 Integraalrekening;
16;hwis;2003;0; 2 Enkele belangrijke transcendente functies;
17;hwis;2003;0; 3 Rijen en reeksen;
18;hwis;2003;0; 4 Lineaire differentiaalvergelijkingen;
19;hwis;2003;0; 5 Stelsels differentiaalvergelijkingen;
1;hwis2;1999;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;1999;0; Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;1999;0; Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;1999;0; Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;1999;0; Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;1999;0; Hoofdstuk 6 : Tweede orde parti&euml;le differentiaalvergelijkingen;
7;hwis2;1999;0; Hoofdstuk 7 : Numerieke oplossing van parti&euml;le differentiaalvergelijkingen;
8;hwis2;1999;0; Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;1999;0; Oefeningen;
10;hwis2;1999;0; Maple;
11;hwis2;1999;0; Allerlei;
1;hwis2;2000;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;2000;0; Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;2000;0; Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;2000;0; Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;2000;0; Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;2000;0; Hoofdstuk 6 : Tweede orde parti&euml;le differentiaalvergelijkingen;
7;hwis2;2000;0; Hoofdstuk 7 : Numerieke oplossing van parti&euml;le differentiaalvergelijkingen;
8;hwis2;2000;0; Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;2000;0; Oefeningen;
10;hwis2;2000;0; Maple;
11;hwis2;2000;0; Allerlei;
1;hwis2;2001;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;2001;0; Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;2001;0; Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;2001;0; Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;2001;0; Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;2001;0; Hoofdstuk 6 : Tweede orde partie&euml;le differentiaalvergelijkingen;
7;hwis2;2001;0; Hoofdstuk 7 : Numerieke oplossing van partie&euml;le differentiaalvergelijkingen;
8;hwis2;2001;0; Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;2001;0; Oefeningen;
10;hwis2;2001;0; Maple;
11;hwis2;2001;0; Allerlei;
1;hwis2;2002;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;2002;0; Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;2002;0; Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;2002;0; Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;2002;0; Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;2002;0; Hoofdstuk 6 : Tweede orde partie&euml;le differentiaalvergelijkingen;
7;hwis2;2002;0; Hoofdstuk 7 : Numerieke oplossing van partie&euml;le differentiaalvergelijkingen;
8;hwis2;2002;0; Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;2002;0; Oefeningen;
10;hwis2;2002;0; Maple;
11;hwis2;2002;0; Allerlei;
1;hwis2;2003;0; Hoofdstuk 1 : Lineaire differentiaalvergelijkingen;
2;hwis2;2003;0; Hoofdstuk 2 : Niet-lineaire differentiaalvergelijkingen van eerste orde;
3;hwis2;2003;0; Hoofdstuk 3 : Numerieke oplossing van gewone differentiaalvergelijkingen;
4;hwis2;2003;0; Hoofdstuk 4 : Fourier- en Fourier-Besselreeksen;
5;hwis2;2003;0; Hoofdstuk 5 : Sturm-Liouville problemen ;
6;hwis2;2003;0; Hoofdstuk 6 : Tweede orde partie&euml;le differentiaalvergelijkingen;
7;hwis2;2003;0; Hoofdstuk 7 : Numerieke oplossing van partie&euml;le differentiaalvergelijkingen;
8;hwis2;2003;0; Hoofdstuk 8 : Inleiding tot de statistiek;
9;hwis2;2003;0; Oefeningen;
10;hwis2;2003;0; Maple;
11;hwis2;2003;0; Allerlei;
1;analyse;2004;0;Hoofdstuk 1 : Getallen, functies en rijen;
2;analyse;2004;0;Hoofdstuk 2 : Limieten en continuÃƒÂ¯teit;
3;analyse;2004;0;Hoofdstuk 3 : Differentieerbaarheid van functies van ÃƒÂ©ÃƒÂ©n veranderlijke;
4;analyse;2004;0;Hoofdstuk 4 : Differentieerbaarheid van functies van meer veranderlijken;
5;analyse;2004;0;Hoofdstuk 5 : Integratietheorie en integratiemethodes;
6;analyse;2004;0;Hoofdstuk 6 : Differentiaalvergelijkingen;
7;analyse;2004;0;Hoofdstuk 7 : Oneigenlijke integralen;
8;analyse;2004;0;Hoofdstuk 8 : Laplacetransformatie en convolutie;
9;analyse;2004;0;Hoofdstuk 9 : Integralen over krommen en oppervlakken;
10;analyse;2004;0;Hoofdstuk 10 : Lijnintegralen en oppervlakintegralen;
11;analyse;2004;0;Hoofdstuk 11 : Reeksen;
12;analyse;2004;0;Hoofdstuk 12 : Extremaalproblemen bij functies van meer veranderlijken;
13;analyse;2004;0;Hoofdstuk 13 : Stelsels differentiaalvergelijkingen;
14;analyse;2004;0;Oefeningen;
15;analyse;2004;0;Maple;
16;analyse;2004;0;Allerlei;
1;hwis;2004;1;Lineaire algebra;
2;hwis;2004;0;Vectorruimten;
3;hwis;2004;0;Matrixrekening;
4;hwis;2004;0;Het oplossen van stelsels;
5;hwis;2004;0;Eigenwaardeproblemen;
6;hwis;2004;0;Euclidische vectorruimte;
7;hwis;2004;0;Kwadratische vormen;
8;hwis;2004;0;Kleinste-kwadraten-problemen;
9;hwis;2004;1;Wiskundige analyse: Limieten, continuÃƒÂ¯teit, afgeleiden;
10;hwis;2004;0;Functies;
11;hwis;2004;0;Limieten en continuÃƒÂ¯teit;
12;hwis;2004;0;Differentiaalrekening;
13;hwis;2004;0;Optimisatie;
14;hwis;2004;1;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen;
15;hwis;2004;0;Integraalrekening;
16;hwis;2004;0;Enkele belangrijke transcendente functies;
17;hwis;2004;0;Rijen en reeksen;
18;hwis;2004;0;Lineaire differentiaalvergelijkingen;
19;hwis;2004;0;Stelsels differentiaalvergelijkingen;
20;hwis;2004;1;Oefeningen;
21;hwis;2004;0;Lineaire algebra;
22;hwis;2004;0;Wiskundige analyse;
1;algebra;2004;1;Deel1: Lineaire algebra en matrixrekenen;
2;algebra;2004;0;Lineaire vergelijkingen;
3;algebra;2004;0;Matrix Algebra;
4;algebra;2004;0;Determinanten;
5;algebra;2004;0;Vectorruimten;
6;algebra;2004;0;Eigenwaarden en eigenvectoren;
7;algebra;2004;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2004;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2004;1;Deel 2: Discrete tijdsystemen;
10;algebra;2004;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2004;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2004;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2004;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2004;1;Varia;
15;algebra;2004;0;Vragen over de oefeningen van Deel 1;
16;algebra;2004;0;Vragen over de oefeningen van Deel 2;
17;algebra;2004;0;Examenvragen;
18;algebra;2004;0;Algemene vragen;
1;materiaalk;2004;0;De geschiedenis van de fiets;
2;materiaalk;2004;0;Wielen en spaken: corrosieweerstand;
3;materiaalk;2004;0;Mechanisch gedrag van spaken;
4;materiaalk;2004;0;Microstructuur en kristalstructuur van roestvaste spaken;
5;materiaalk;2004;0;Dislocaties en vervormingsversteviging van roestvaste spaken;
6;materiaalk;2004;0;Uitgloeien van koudvervormde spaken;
7;materiaalk;2004;0;Koolstofstaalspaken: plastische vervorming en vermoeiingsweerstand;
8;materiaalk;2004;0;Legeringen voor solderen en brazeren: fasediagramma's;
9;materiaalk;2004;0;Fasediagramma's voor spaken in koolstofstaal;
10;materiaalk;2004;0;De ketting en de lagers: wrijvingsweerstand en sleet, het harden van staal, keramische lagers;
11;materiaalk;2004;0;Wielvelgen: precipitatiegeharde aluminiumlegeringen;
12;materiaalk;2004;0;Het fietskader;
13;materiaalk;2004;0;Polymeren: banden;
14;materiaalk;2004;0;Composietmaterialen: banden, kaders, wielen;
15;materiaalk;2004;0;De Walkman: magnetische opname en weergave;
16;materiaalk;2004;0;Elektronische materialen in de Walkman;
1;mech;2004;0;Vectorrekenen;
2;mech;2004;0;Kinematica;
3;mech;2004;0;Wet van Newton;
4;mech;2004;0;Behoud van Impuls;
5;mech;2004;0;Behoud van Energie;
6;mech;2004;0;Beweging van Voorwerpen;
7;mech;2004;0;Statica;
8;mech;2004;0;Virtuele arbeid;
9;mech;2004;0;Varia;
1;nat;2004;0;Elektrische lading (21);
2;nat;2004;0;Elektrisch veld (22);
3;nat;2004;0;De wet van Gauss (23);
4;nat;2004;0;Elektrische potentiaal (24);
5;nat;2004;0;Capaciteiten en diÃƒÂ«lectrica (25);
6;nat;2004;0;Stromen in materialen (26);
7;nat;2004;0;Gelijkstroom ketens (27);
8;nat;2004;0;Het effect van magnetische velden (28);
9;nat;2004;0;De produktie en eigenschappen van magnetische velden (29);
10;nat;2004;0;De wet van Farraday (30);
1;numwis-bur;2004;1;Deel I : Directe Methodes;
2;numwis-bur;2004;0;Hoofdstuk I: Inleiding;
3;numwis-bur;2004;0;Hoofdstuk II: Foutenanalyse;
4;numwis-bur;2004;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-bur;2004;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-bur;2004;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-bur;2004;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-bur;2004;0;Hoofdstuk VII: Differentiaalvergelijkingen;
9;numwis-bur;2004;1;Deel II : Iteratieve Methodes;
10;numwis-bur;2004;0;Hoofdstuk I: Inleiding;
11;numwis-bur;2004;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
12;numwis-bur;2004;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
13;numwis-bur;2004;0;Hoofdstuk IV: Het iteratief oplossen van stelsels lineaire vergelijkingen;
14;numwis-bur;2004;0;Hoofdstuk V: Veeltermvergelijkingen;
15;numwis-bur;2004;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
16;numwis-bur;2004;0;Hoofdstuk VII: Optimisatie van een functie in ÃƒÂ©ÃƒÂ©n veranderlijke;
17;numwis-bur;2004;0;Hoofdstuk VIII: Optimisatie in meerdere veranderlijken;
18;numwis-bur;2004;0;Vragen over de oefeningen;
1;numwis-ind;2004;1;Deel I : Directe Methodes;
2;numwis-ind;2004;0;Hoofdstuk I: Inleiding;
3;numwis-ind;2004;0;Hoofdstuk II: Foutenanalyse;
4;numwis-ind;2004;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-ind;2004;0;Hoofdstuk IV: Veelterminterpolatie;
6;numwis-ind;2004;0;Hoofdstuk V: Numerieke differentiatie;
7;numwis-ind;2004;0;Hoofdstuk VI: Numerieke integratie;
8;numwis-ind;2004;1;Deel II : Iteratieve Methodes;
9;numwis-ind;2004;0;Hoofdstuk I: Inleiding;
10;numwis-ind;2004;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-ind;2004;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-ind;2004;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-ind;2004;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-ind;2004;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-ind;2004;1;Oefeningen;
16;numwis-ind;2004;0;Vragen over de oefeningen;
1;numwis-wet;2004;1;Deel I : Directe Methodes;
2;numwis-wet;2004;0;Hoofdstuk I: Inleiding;
3;numwis-wet;2004;0;Hoofdstuk II: Foutenanalyse;
4;numwis-wet;2004;0;Hoofdstuk III: Stelsels lineaire vergelijkingen;
5;numwis-wet;2004;0;Hoofdstuk IVa: Veelterminterpolatie;
6;numwis-wet;2004;0;Hoofdstuk IVb: Interpolatie met behulp van splines;
7;numwis-wet;2004;0;Hoofdstuk VI: Numerieke Differentiatie;
8;numwis-wet;2004;1;Deel II : Iteratieve Methodes;
9;numwis-wet;2004;0;Hoofdstuk I: Inleiding;
10;numwis-wet;2004;0;Hoofdstuk II: Het oplossen van niet-lineaire vergelijkingen;
11;numwis-wet;2004;0;Hoofdstuk III: Stelsels niet-lineaire vergelijkingen;
12;numwis-wet;2004;0;Hoofdstuk IV: Het iteratief oplossen van stelsels niet-lineaire vergelijkingen;
13;numwis-wet;2004;0;Hoofdstuk V: Veeltermvergelijkingen;
14;numwis-wet;2004;0;Hoofdstuk VI: Het berekenen van eigenwaarden;
15;numwis-wet;2004;1;Oefeningen;
16;numwis-wet;2004;0;Vragen over de oefeningen;
1;hwis2;2004;1;Analytische methodes;
2;hwis2;2004;0;Lineaire differentiaalvergelijkingen;
3;hwis2;2004;0;Niet-lineaire differentiaalvergelijkingen;
1;thermo;2004;0;Algemene situering;
2;thermo;2004;0;Inleidende begrippen;
3;thermo;2004;0;Eigenschappen van zuivere fluÃƒÂ¯da;
4;thermo;2004;0;De eerste hoofdwet van de thermodynamica;
5;thermo;2004;0;De tweede hoofdwet van de thermodynamica;
6;thermo;2004;0;Thermodynamisch evenwicht;
7;thermo;2004;0;Niet-reagerende complexe systemen;
8;thermo;2004;0;Systemen met veranderlijke samenstelling;
9;thermo;2004;0;Chemisch reagerende systemen;
11;thermo;2004;0;Oefeningen;
1;inf1;2004;0;Theorie OOP;
2;inf1;2004;0;Java syntax en omgeving;
3;inf1;2004;0;Oefenzittingen;
4;inf1;2004;0;Structuur en organisatie van computersystemen;
4;hwis2;2004;0;Fourier- en Fourier-Besselreeksen;
5;hwis2;2004;0;Sturm-Liouville problemen;
6;hwis2;2004;0;Tweede orde partiÃƒÂ«le differentiaalvergelijkingen;
7;hwis2;2004;1;Numerieke methodes;
8;hwis2;2004;0;Numerieke oplossing van gewone differentiaalvergelijkingen;
9;hwis2;2004;0;Numerieke oplossing van partiÃƒÂ«le differentiaalvergelijkingen;
10;hwis2;2004;1;Oefeningen, Maple, allerlei;
11;hwis2;2004;0;Oefeningen;
12;hwis2;2004;0;Maple;
13;hwis2;2004;0;Allerlei;
5;inf1;2004;0;Allerlei;
1;analyse2;2004;1;I Analytische oplossing van partiÃƒÂ«le differentiaalvergelijkingen;
2;analyse2;2004;0;1 Lineaire differentiaalvergelijkingen;
3;analyse2;2004;0;2 Fourier- en Fourier-Besselreeksen;
4;analyse2;2004;0;3 Sturm-Liouville problemen;
5;analyse2;2004;0;4 Tweede orde partiÃƒÂ«le differentiaalvergelijkingen;
6;analyse2;2004;1;II Numerieke oplossing van partiÃƒÂ«le differentiaalvergelijkingen;
7;analyse2;2004;0;5 Beginselen van de variatierekening;
8;analyse2;2004;0;6 De eindige elementenmethode;
9;analyse2;2004;1;III Oefeningen, Maple, allerlei;
10;analyse2;2004;0;Oefeningen;
11;analyse2;2004;0;Maple;
12;analyse2;2004;0;Allerlei;
11;nat;2004;0;Magnetisme en materie (31);
12;nat;2004;0;Inductantie en oscillaties in elektrische ketens (32);
13;nat;2004;0;Wisselstromen (33);
14;nat;2004;0;Maxwell vergelijkingen en elektromagnetische golven (34);
6;inf1;2004;0;Practicum RoutePlanner;
1;tdalgebra;2004;0;Hoofdstuk 2: Verzamelingen, relaties en functies;
2;tdalgebra;2004;0;Hoofdstuk 3: MonoÃƒÂ¯den en groepen;
3;tdalgebra;2004;0;Hoofdstuk 4: Ringen en velden;
4;tdalgebra;2004;0;Hoofdstuk 5: Logica;
5;tdalgebra;2004;0;Hoofdstuk 6: Booleaanse algebra;
6;tdalgebra;2004;0;Bijlage A: De CD-speler;
7;tdalgebra;2004;0;Vragen over de oefeningen;
8;tdalgebra;2004;0;Examenvragen;
9;tdalgebra;2004;0;Algemene vragen;
7;inf1;2004;0;Practicum (prof. Geebelen);
8;inf1;2004;0;Practicum Doolhof;
1;hwis;2005;1;Lineaire algebra;
2;hwis;2005;0;Vectorruimten;
3;hwis;2005;0;Matrixrekening;
4;hwis;2005;0;Het oplossen van stelsels;
5;hwis;2005;0;Eigenwaardeproblemen;
6;hwis;2005;0;Euclidische vectorruimte;
7;hwis;2005;0;Kwadratische vormen;
8;hwis;2005;0;Kleinste-kwadraten-problemen;
9;hwis;2005;1;Wiskundige analyse: Limieten, continuÃƒÂ¯teit, afgeleiden;
10;hwis;2005;0;Functies;
11;hwis;2005;0;Limieten en continuÃƒÂ¯teit;
12;hwis;2005;0;Differentiaalrekening;
13;hwis;2005;0;Optimisatie;
14;hwis;2005;1;Wiskundige analyse: Integralen, rijen en reeksen, differentiaalvergelijkingen;
15;hwis;2005;0;Integraalrekening;
16;hwis;2005;0;Enkele belangrijke transcendente functies;
17;hwis;2005;0;Rijen en reeksen;
18;hwis;2005;0;Lineaire differentiaalvergelijkingen;
19;hwis;2005;0;Stelsels differentiaalvergelijkingen;
20;hwis;2005;1;Oefeningen;
21;hwis;2005;0;Lineaire algebra;
22;hwis;2005;0;Wiskundige analyse;
1;analyse;2005;0;Hoofdstuk 1 : Getallen, functies en rijen;
2;analyse;2005;0;Hoofdstuk 2 : Limieten en continuÃƒÂ¯teit;
3;analyse;2005;0;Hoofdstuk 3 : Differentieerbaarheid van functies van ÃƒÂ©ÃƒÂ©n veranderlijke;
4;analyse;2005;0;Hoofdstuk 4 : Differentieerbaarheid van functies van meer veranderlijken;
5;analyse;2005;0;Hoofdstuk 5 : Integratietheorie en integratiemethodes;
6;analyse;2005;0;Hoofdstuk 6 : Differentiaalvergelijkingen;
9;analyse;2005;0;Hoofdstuk 9 : Integralen over krommen en oppervlakken;
10;analyse;2005;0;Hoofdstuk 10 : Lijnintegralen en oppervlakintegralen;
11;analyse;2005;0;Hoofdstuk 11 : Reeksen;
12;analyse;2005;0;Hoofdstuk 12 : Extremaalproblemen bij functies van meer veranderlijken;
13;analyse;2005;0;Hoofdstuk 13 : Stelsels differentiaalvergelijkingen;
14;analyse;2005;0;Oefeningen;
15;analyse;2005;0;Maple;
16;analyse;2005;0;Allerlei;
7;analyse;2005;0;Hoofdstuk 7 : Oneigenlijke integralen;
8;analyse;2005;0;Hoofdstuk 8 : Laplacetransformatie en convolutie;
1;algebra;2005;1;Deel 1 : Lineaire algebra en matrixrekenen;
2;algebra;2005;0;Lineaire vergelijkingen;
3;algebra;2005;0;Matrixalgebra;
4;algebra;2005;0;Determinanten;
5;algebra;2005;0;Vectorruimten;
6;algebra;2005;0;Eigenwaarden en eigenvectoren;
7;algebra;2005;0;Orthogonale projectie en kleinste kwadraten;
8;algebra;2005;0;Symmetrische matrices en kwadratische vormen;
9;algebra;2005;1;Deel 2 : Discrete tijdsystemen;
10;algebra;2005;0;Vergelijkingen voor discrete tijdsystemen;
11;algebra;2005;0;Differentievergelijkingen en toestandsvergelijkingen in het tijdsdomein;
12;algebra;2005;0;Frequentiedomeinanalyse van discrete tijdsystemen;
13;algebra;2005;0;Rekenen met blokdiagrammen, simulink voorbeelden;
14;algebra;2005;1;Varia;
15;algebra;2005;0;Vragen over de oefeningen van Deel 1;
16;algebra;2005;0;Vragen over de oefeningen van Deel 2;
17;algebra;2005;0;Examenvragen;
18;algebra;2005;0;Algemene vragen;
1;materiaalk;2005;0;De geschiedenis van de fiets;
2;materiaalk;2005;0;Wielen en spaken: corrosieweerstand;
3;materiaalk;2005;0;Mechanisch gedrag van spaken;
4;materiaalk;2005;0;Microstructuur en kristalstructuur van roestvaste spaken;
5;materiaalk;2005;0;Dislocaties en vervormingsversteviging van roestvaste spaken;
6;materiaalk;2005;0;Uitgloeien van koudvervormde spaken;
7;materiaalk;2005;0;Koolstofstaalspaken: plastische vervorming en vermoeiingsweerstand;
8;materiaalk;2005;0;Legeringen voor solderen en brazeren: fasediagramma's;
9;materiaalk;2005;0;Fasediagramma's voor spaken in koolstofstaal;
10;materiaalk;2005;0;De ketting en de lagers: wrijvingsweerstand en sleet, het harden van staal, keramische lagers;
11;materiaalk;2005;0;Wielvelgen: precipitatiegeharde aluminiumlegeringen;
